Alternative,g1,g2,g3,g4,Class
a533,0.642857,1,0.307692,0.5,Cl3
a534,0,0.714286,0.230769,0.928571,Cl1
a535,0.5,0.142857,0.538462,0.928571,Cl1
a536,0,0,0.615385,0.571429,Cl1
a537,0.142857,0.642857,0.384615,0.928571,Cl2
a538,1,1,0,0,Cl3
a539,0.857143,0.142857,0.307692,0.428571,Cl1
a540,1,0.5,0.384615,0.5,Cl3
a541,0.142857,0.857143,0.923077,0.071429,Cl2
a542,0.357143,0.428571,0.769231,0.857143,Cl2
a543,0.785714,0.642857,0.692308,0.142857,Cl3
a544,0.857143,0.571429,0.076923,0.428571,Cl2
a545,0.142857,0.5,0.461538,0.285714,Cl1
a546,0.142857,0.571429,0,0.428571,Cl1
a547,0.5,0.571429,1,0.428571,Cl2
a548,0.214286,0.214286,0.307692,0.785714,Cl1
a549,0.571429,0.285714,0.692308,0.5,Cl1
a550,0.071429,0.571429,0.153846,1,Cl1
a551,0.785714,0.357143,0.384615,0.785714,Cl2
a552,0.714286,0.357143,0.615385,0.285714,Cl2
a553,0.071429,0.214286,0.461538,0.428571,Cl1
a554,0.642857,0.785714,1,0.928571,Cl3
a555,0.571429,0,0.461538,0.928571,Cl1
a556,0.642857,0.714286,0.307692,0.857143,Cl3
a557,0.857143,0.857143,0.615385,0.357143,Cl3
a558,0.357143,1,0.461538,0.571429,Cl3
a559,0.071429,0.357143,0.461538,0.428571,Cl1
a560,0.357143,0.142857,0.538462,0.642857,Cl1
a561,0.928571,0.857143,0.615385,0.714286,Cl3
a562,0.571429,0.928571,0,0.142857,Cl2
a563,0.071429,0.357143,0.923077,0.928571,Cl1
a564,0.714286,0.214286,0.538462,0.642857,Cl2
a565,0.928571,0.428571,0.923077,0.857143,Cl3
a566,0.357143,0.714286,1,0.928571,Cl3
a567,0.785714,0.714286,0.615385,0.642857,Cl3
a568,0.5,0.857143,0.538462,0.857143,Cl3
a569,0.857143,0.071429,0.923077,0,Cl1
a570,0.928571,1,0.153846,0.571429,Cl3
a571,0.642857,0.642857,0.615385,0.571429,Cl2
a572,0.571429,0.285714,0.461538,0,Cl1
a573,0.5,0.071429,0.692308,0.928571,Cl1
a574,0.142857,0.285714,0.230769,0,Cl1
a575,0.714286,0.642857,0.076923,0.285714,Cl2
a576,0.357143,0.357143,0.923077,0.285714,Cl1
a577,0,0.642857,0.538462,0.142857,Cl1
a578,0.142857,0.928571,0.307692,0.928571,Cl2
a579,0.5,0.785714,0.461538,0.428571,Cl2
a580,0.928571,0.714286,0.153846,0.928571,Cl3
a581,0.5,0.785714,0.615385,0.714286,Cl3
a582,0.142857,0,0.307692,0.642857,Cl1
a583,0.714286,0.857143,0.153846,0.428571,Cl3
a584,0.071429,0.785714,0.230769,0.357143,Cl1
a585,0,1,0.307692,0.142857,Cl2
a586,1,0.214286,0.692308,0.857143,Cl2
a587,0.142857,0,0.307692,0.928571,Cl1
a588,0.071429,0.285714,0.615385,0.571429,Cl1
a589,0.357143,0.428571,1,0.142857,Cl2
a590,0.642857,0.714286,0,0.142857,Cl2
a591,0.071429,0.214286,0.076923,0.714286,Cl1
a592,0.642857,0.357143,0.153846,0.5,Cl1
a593,0.5,0.357143,0.384615,0.285714,Cl1
a594,0.142857,0.214286,0.769231,0.571429,Cl1
a595,0.071429,0,0.538462,0.5,Cl1
a596,0.785714,0.857143,0.230769,0.5,Cl3
a597,0.642857,1,0.538462,0.714286,Cl3
a598,0.928571,0.142857,0.615385,0,Cl1
a599,0.714286,0.928571,1,0.428571,Cl3
a600,0,0.285714,0.692308,0.714286,Cl1
a601,0.5,0,0.461538,0.785714,Cl1
a602,0.642857,0.928571,0.230769,1,Cl3
a603,0.5,1,0.153846,0.428571,Cl3
a604,0.714286,0.142857,0.692308,0.642857,Cl1
a605,0.142857,0.071429,0.230769,0.785714,Cl1
a606,0.357143,0,1,0.714286,Cl1
a607,0,0.714286,0.923077,0.857143,Cl2
a608,0.357143,0.285714,0.230769,0.857143,Cl1
a609,0.071429,0.785714,0.076923,0.714286,Cl1
a610,0.785714,0.071429,0.538462,0.642857,Cl1
a611,0.785714,0.357143,0.615385,1,Cl2
a612,1,0.571429,0.769231,0.571429,Cl3
a613,0.142857,0.428571,0.307692,0.071429,Cl1
a614,0.571429,0.428571,0.923077,0.928571,Cl2
a615,0.5,0.142857,0.461538,0.642857,Cl1
a616,0.571429,0.571429,0.230769,0.285714,Cl2
a617,0.071429,0.5,0.692308,0,Cl1
a618,0.357143,0,0.307692,0.142857,Cl1
a619,0.714286,0.571429,0.769231,0.357143,Cl2
a620,0.714286,0.142857,0.461538,0.571429,Cl1
a621,0.785714,0.714286,0.230769,0.357143,Cl2
a622,0.5,0.785714,0.384615,0.071429,Cl2
a623,0.357143,0.142857,0.692308,0.428571,Cl1
a624,0.571429,0.785714,0.769231,0.857143,Cl3
a625,1,0.571429,1,0.428571,Cl3
a626,0.714286,0.785714,0.076923,0.785714,Cl3
a627,1,0,0,0.142857,Cl1
a628,0.785714,0.571429,0.923077,0.142857,Cl3
a629,0.857143,0.214286,0.615385,0.857143,Cl2
a630,0.214286,0.071429,0.538462,0.428571,Cl1
a631,0,0.428571,0.153846,0.5,Cl1
a632,1,0,0.384615,0.928571,Cl1
a633,0.785714,0,0.923077,0.857143,Cl2
a634,0.714286,0.071429,0.076923,0.714286,Cl1
a635,1,0.285714,1,0.142857,Cl2
a636,0.142857,0.571429,0.769231,0.714286,Cl2
a637,0.071429,0.785714,0.692308,0.571429,Cl2
a638,0,0,0.538462,0.785714,Cl1
a639,0,0.285714,0.538462,0.571429,Cl1
a640,0.214286,0.214286,0.769231,0.357143,Cl1
a641,0.571429,0,0.230769,0,Cl1
a642,0.071429,0.071429,0.615385,0.714286,Cl1
a643,0,0.071429,0.769231,0.785714,Cl1
a644,0.642857,0.714286,0.692308,0.142857,Cl2
a645,0.642857,0,0.923077,0,Cl1
a646,0.714286,0.071429,0.153846,0.142857,Cl1
a647,0.571429,0.5,0.076923,1,Cl2
a648,0.928571,0.285714,0.153846,0.785714,Cl2
a649,0.357143,0.214286,0.384615,0.285714,Cl1
a650,0.071429,0.642857,0.692308,0.428571,Cl1
a651,0.142857,0.428571,0.384615,1,Cl1
a652,0.714286,0.142857,0.307692,0,Cl1
a653,1,0.785714,0.461538,0.785714,Cl3
a654,0.857143,0,0.076923,0.714286,Cl1
a655,0.357143,1,0.769231,0.285714,Cl3
a656,0.642857,0.571429,0.538462,0.357143,Cl2
a657,1,0.714286,0.769231,0.285714,Cl3
a658,0.5,0.357143,0.153846,0.5,Cl1
a659,0.357143,0.714286,0.615385,1,Cl2
a660,0.571429,0.642857,0,0.571429,Cl2
a661,0,0.285714,0,0.357143,Cl1
a662,0.785714,0.785714,0.692308,0.071429,Cl3
a663,0.071429,0.928571,1,0.571429,Cl3
a664,0.071429,0.071429,0.076923,0,Cl1
a665,0,0.928571,0,0.928571,Cl2
a666,0.642857,0.642857,0.769231,0.428571,Cl3
a667,0.214286,0.571429,0.923077,0.857143,Cl2
a668,0.5,0.857143,0.076923,0.285714,Cl2
a669,1,0.5,0,0.428571,Cl2
a670,0.142857,0.642857,0.384615,0.071429,Cl1
a671,0.928571,0.571429,0,0.142857,Cl2
a672,1,0.642857,0.153846,0.142857,Cl3
a673,0.928571,0.785714,0.615385,0.5,Cl3
a674,0.5,0.142857,0.692308,0.785714,Cl1
a675,0.714286,1,1,0.285714,Cl3
a676,1,0.928571,1,0.357143,Cl3
a677,0.785714,0.285714,0.076923,0.714286,Cl1
a678,0.928571,0.214286,0.461538,0.714286,Cl2
a679,1,0.928571,0.153846,0.571429,Cl3
a680,0,0,0.692308,0.142857,Cl1
a681,1,0,0.692308,0.285714,Cl1
a682,0.785714,0.714286,0.461538,0.785714,Cl3
a683,0.214286,0.214286,0.461538,1,Cl1
a684,0.571429,0.285714,0.538462,1,Cl2
a685,0.714286,0.571429,0.769231,1,Cl3
a686,0,0.071429,0.076923,0,Cl1
a687,1,0,0.769231,0.642857,Cl2
a688,0.714286,0.5,0.538462,1,Cl2
a689,0.785714,0.642857,0.769231,0.714286,Cl3
a690,0.214286,0.285714,0.615385,0.428571,Cl1
a691,0.571429,1,0.615385,0.071429,Cl3
a692,0,0.928571,0.769231,0.571429,Cl2
a693,0.928571,0.285714,0.538462,0.285714,Cl2
a694,0,0.928571,0.538462,0.428571,Cl2
a695,0.857143,0.571429,0.538462,0.428571,Cl3
a696,0.214286,0.071429,0.769231,0.428571,Cl1
a697,0.928571,0.714286,0.230769,0.5,Cl3
a698,0.142857,0.285714,0.384615,0.857143,Cl1
a699,0.928571,0.714286,0.769231,0,Cl3
a700,0.071429,0.928571,0.615385,0.928571,Cl2
a701,0.5,0.928571,0.615385,0.642857,Cl3
a702,0.857143,0.714286,0.230769,0.285714,Cl3
a703,0.642857,0.142857,0.076923,0.357143,Cl1
a704,0.571429,0.5,0.615385,0.714286,Cl2
a705,0.571429,0.642857,0.230769,0.142857,Cl2
a706,0.5,0.857143,1,0.357143,Cl3
a707,0.214286,0.357143,1,0.571429,Cl1
a708,0.357143,0.5,0.153846,0.142857,Cl1
a709,1,0.642857,0.153846,0.857143,Cl3
a710,0.785714,1,0.769231,0.785714,Cl3
a711,0.785714,0.071429,0.153846,0.428571,Cl1
a712,0.214286,0.142857,1,0.714286,Cl1
a713,0.714286,0.357143,1,0.928571,Cl2
a714,0.714286,0.642857,0,0.571429,Cl2
a715,0,0.928571,0.230769,0.857143,Cl2
a716,0.785714,1,0.076923,0.357143,Cl3
a717,0.928571,0.214286,0,0.142857,Cl1
a718,1,0.071429,0.153846,0.142857,Cl1
a719,0.857143,0.142857,0,0.642857,Cl1
a720,0,0.214286,0.923077,0,Cl1
a721,0.214286,0.857143,0.692308,0.571429,Cl2
a722,0.571429,0.571429,0.384615,0.857143,Cl2
a723,0.142857,0.214286,0.461538,0.285714,Cl1
a724,0.714286,0.428571,0,0.928571,Cl2
a725,0.642857,0.428571,0.076923,0.357143,Cl1
a726,0.357143,0.928571,1,0.5,Cl3
a727,0.571429,0.357143,0.615385,0.785714,Cl2
a728,0.071429,0.142857,0.153846,0.642857,Cl1
a729,0.214286,0.857143,0.307692,1,Cl2
a730,0.785714,0.785714,0.769231,0.357143,Cl3
a731,0.214286,0.214286,0,0.785714,Cl1
a732,0.5,0.142857,0.692308,0.5,Cl1
a733,0.5,1,0.923077,0.357143,Cl3
a734,1,0.642857,0.461538,1,Cl3
a735,0.785714,0.642857,0.615385,0.785714,Cl3
a736,0.071429,0.928571,1,0.428571,Cl2
a737,0.928571,0.571429,0.076923,0.285714,Cl2
a738,0.928571,0.357143,0.230769,0.142857,Cl2
a739,0.714286,0.571429,0.461538,0.571429,Cl2
a740,0.071429,0.357143,0,0.5,Cl1
a741,0.785714,0.785714,0.076923,0.928571,Cl3
a742,0.928571,0.142857,0.538462,0.642857,Cl2
a743,1,0.785714,0.076923,0,Cl3
a744,0.571429,0.785714,0.538462,1,Cl3
a745,0.357143,0.285714,0.461538,0.714286,Cl1
a746,1,0.071429,0.538462,0.142857,Cl1
a747,0.142857,1,1,1,Cl3
a748,0.642857,0.142857,0.461538,0.357143,Cl1
a749,1,0.357143,0.692308,0.071429,Cl2
a750,0.142857,0.642857,0.538462,0.857143,Cl2
a751,0.142857,0.214286,0.538462,0.714286,Cl1
a752,0.714286,0.714286,0.230769,0.857143,Cl3
a753,0.571429,0.142857,0.923077,0.285714,Cl1
a754,0.928571,0.928571,0.923077,0.142857,Cl3
a755,0.928571,0,0.461538,0.5,Cl1
a756,0.5,0.928571,0.384615,0.5,Cl3
a757,0.857143,0.571429,0.769231,0.857143,Cl3
a758,0,0.928571,0.461538,0.857143,Cl2
a759,1,0.857143,0.923077,0.928571,Cl3
a760,0.214286,0.714286,0.769231,0.071429,Cl2
a761,0.357143,0.285714,0.384615,0.142857,Cl1
a762,0,0.071429,0.076923,0.285714,Cl1
a763,0.714286,0.571429,0.307692,0.428571,Cl2
a764,0.357143,0.642857,0.230769,0.071429,Cl1
a765,0.214286,0.357143,0.923077,0.571429,Cl1
a766,0.5,0.857143,0.384615,0,Cl2
a767,0.5,0,1,0.142857,Cl1
a768,0.928571,0.571429,0.384615,0.785714,Cl3
a769,0,0.928571,0.230769,0.642857,Cl2
a770,0.928571,0.642857,0.230769,0.571429,Cl3
a771,0.928571,0.357143,0.538462,0.5,Cl2
a772,0.5,0.928571,0.923077,0.714286,Cl3
a773,0.071429,0,0.384615,0,Cl1
a774,0.214286,0.5,0.615385,1,Cl2
a775,0.642857,0.785714,0.923077,1,Cl3
a776,0.857143,0.785714,0.769231,0.857143,Cl3
a777,0.714286,0.642857,0.076923,0.785714,Cl2
a778,1,0.428571,0.615385,0.642857,Cl3
a779,1,0.571429,0.307692,1,Cl3
a780,0.142857,0.642857,0.384615,0.642857,Cl1
a781,0.785714,0.785714,0.384615,0,Cl3
a782,0.357143,0.071429,0.615385,0.857143,Cl1
a783,0.642857,0.357143,0.307692,0.428571,Cl1
a784,1,0.5,0.615385,0.642857,Cl3
a785,0.928571,0.928571,0.692308,0,Cl3
a786,0.571429,0.785714,0.615385,0.928571,Cl3
a787,0.142857,0.428571,1,0.571429,Cl1
a788,0.928571,0.428571,0.923077,0.785714,Cl3
a789,0.142857,0.785714,1,0.571429,Cl2
a790,0.785714,0.571429,0.923077,0.642857,Cl3
a791,0.5,0.285714,0.769231,1,Cl2
a792,0.357143,0.785714,0.538462,0.571429,Cl2
a793,0.214286,1,0.384615,0.928571,Cl3
a794,0.785714,0.071429,0.615385,0.428571,Cl1
a795,1,0,1,0.357143,Cl2
a796,0.071429,0.285714,0.307692,0,Cl1
a797,0.142857,0.714286,0.615385,0.142857,Cl2
a798,0.571429,0.071429,0,0.071429,Cl1
a799,0.642857,0.357143,0.384615,1,Cl2
a800,1,0.642857,0.692308,0.5,Cl3
a801,0.857143,0.571429,0.538462,0.5,Cl3
a802,0.714286,0.071429,0.230769,0.428571,Cl1
a803,0,1,0.307692,0.642857,Cl2
a804,0.714286,0.214286,0.692308,1,Cl2
a805,0.928571,1,0.230769,0.428571,Cl3
a806,0,0.928571,0.307692,0.5,Cl2
a807,0,0.928571,0.692308,0.714286,Cl2
a808,0.785714,0.571429,0.692308,0.285714,Cl2
a809,0.142857,0.642857,1,0.857143,Cl2
a810,0.571429,0.785714,1,0.571429,Cl3
a811,0.142857,0.928571,0.923077,0,Cl2
a812,0.642857,0.357143,0,0.285714,Cl1
a813,0.142857,0.857143,0,0,Cl1
a814,0.142857,0.285714,0.923077,0.285714,Cl1
a815,0.857143,0.642857,1,0.857143,Cl3
a816,0.357143,0.714286,0.076923,0.428571,Cl2
a817,0.357143,0.642857,0.692308,0.071429,Cl2
a818,0.357143,0.428571,0.615385,0.714286,Cl2
a819,0,0.071429,0.538462,0.571429,Cl1
a820,0.071429,0.214286,0.692308,0.857143,Cl1
a821,0.071429,0.571429,0.615385,0.642857,Cl1
a822,0.857143,0.142857,0.307692,0.428571,Cl1
a823,0.142857,0.428571,0,0.428571,Cl1
a824,0.357143,0.428571,0.384615,0.285714,Cl1
a825,0.357143,0.785714,0.153846,0.642857,Cl2
a826,0,0.714286,0.538462,0.285714,Cl1
a827,0.071429,0,0.692308,0.071429,Cl1
a828,0.714286,0.142857,0.538462,0.428571,Cl1
a829,0,0.857143,0.384615,0.714286,Cl2
a830,0.071429,0.071429,0.076923,0.642857,Cl1
a831,0.571429,0.642857,0.076923,0.571429,Cl2
a832,0.214286,0.214286,0.461538,0.5,Cl1
a833,0.142857,0.142857,0.384615,0.714286,Cl1
a834,0.928571,0.285714,0.538462,0.285714,Cl2
a835,0.642857,0.5,0.461538,0.571429,Cl2
a836,0.071429,0.5,0.307692,0.142857,Cl1
a837,0.142857,0.142857,0.923077,0.285714,Cl1
a838,0.857143,0,0.230769,0.928571,Cl1
a839,0.571429,0.214286,0.384615,0.928571,Cl1
a840,0.357143,0.571429,0.615385,0.642857,Cl2
a841,0.928571,1,0.076923,0.357143,Cl3
a842,0.857143,0.714286,0.923077,0.785714,Cl3
a843,0.142857,0.071429,0.615385,0.5,Cl1
a844,0.785714,0.714286,0.538462,0.071429,Cl3
a845,0.714286,1,0.461538,0.428571,Cl3
a846,0.5,0,0.230769,0.928571,Cl1
a847,0.714286,0.571429,0.076923,0,Cl2
a848,0,0.357143,0.615385,0.357143,Cl1
a849,1,0.285714,0.615385,0.285714,Cl2
a850,0.857143,0.642857,0.461538,0,Cl2
a851,0.642857,0.214286,0.384615,0.571429,Cl1
a852,0.357143,0,0.538462,0.714286,Cl1
a853,0.142857,0.5,0.615385,0.428571,Cl1
a854,0.5,0.214286,0.461538,0.785714,Cl1
a855,0.071429,0.785714,0.538462,0.142857,Cl2
a856,0.142857,0.785714,0.076923,0.571429,Cl2
a857,0,0.071429,0,0.714286,Cl1
a858,0.571429,0.357143,0.307692,0,Cl1
a859,0,0.214286,0.307692,0.5,Cl1
a860,0.785714,0.5,0.538462,0.714286,Cl2
a861,0.857143,1,0.230769,0.071429,Cl3
a862,1,0.285714,0.307692,0.928571,Cl2
a863,0.571429,0.428571,0.461538,0.785714,Cl2
a864,0.571429,0.571429,0.461538,0.571429,Cl2
a865,0.071429,1,0.461538,0.857143,Cl2
a866,1,0.5,0.384615,0.285714,Cl2
a867,0.071429,0.857143,1,0.142857,Cl2
a868,0.214286,0.785714,0.769231,0.571429,Cl2
a869,0,0.642857,0.538462,0.714286,Cl1
a870,0.785714,0.357143,0.230769,0,Cl1
a871,0,0,0.538462,0.928571,Cl1
a872,0.928571,0.785714,0.538462,0.571429,Cl3
a873,0.071429,0.857143,1,0.428571,Cl2
a874,0.928571,0,0.384615,1,Cl1
a875,0.928571,0.428571,0.384615,0.857143,Cl2
a876,0.5,1,0.384615,0.142857,Cl3
a877,0.571429,0.428571,0.153846,0.571429,Cl1
a878,0.857143,0.214286,0.384615,0.642857,Cl2
a879,0.857143,0.5,0.230769,0.928571,Cl2
a880,0.714286,0.714286,0.923077,0.571429,Cl3
a881,0.5,0.714286,1,0.785714,Cl3
a882,0.357143,0.785714,0,0.142857,Cl2
a883,0.5,0.571429,1,0.714286,Cl2
a884,0.071429,1,0.538462,1,Cl3
a885,1,0.714286,0.153846,0,Cl3
a886,1,1,0.307692,0.357143,Cl3
a887,0.571429,0.571429,0.923077,0.785714,Cl3
a888,0.214286,0.785714,0.384615,0,Cl2
a889,0.357143,0.928571,0.923077,0.857143,Cl3
a890,0.857143,0.071429,1,0.714286,Cl2
a891,0.571429,0.285714,0.153846,0.714286,Cl1
a892,0.5,0.571429,0.076923,0.142857,Cl1
a893,0.5,0.785714,0.307692,0.071429,Cl2
a894,0.214286,0.357143,0.923077,0.357143,Cl1
a895,0.714286,0.214286,0.230769,0.714286,Cl1
a896,0.857143,0.285714,0,0.285714,Cl1
a897,0.642857,0.857143,0,0.428571,Cl2
a898,0.714286,0.428571,0.230769,0.142857,Cl2
a899,0.142857,0.428571,0.769231,0.357143,Cl1
a900,0.928571,0.785714,1,0.928571,Cl3
a901,0.214286,0.642857,0.384615,0.357143,Cl1
a902,0.642857,0.571429,0.769231,0.714286,Cl3
a903,0.357143,0.357143,0.076923,0.928571,Cl1
a904,1,0.642857,0.692308,0.714286,Cl3
a905,0.142857,0.071429,0.153846,0.285714,Cl1
a906,0.357143,0,0.153846,0.571429,Cl1
a907,0,0.214286,0.538462,0.285714,Cl1
a908,0.714286,0.5,0.461538,0.428571,Cl2
a909,0.785714,0.428571,0.769231,0.642857,Cl2
a910,0.5,0.928571,1,0.357143,Cl3
a911,0.142857,0.071429,0.538462,0.785714,Cl1
a912,0.357143,0.428571,0.230769,0.714286,Cl1
a913,1,0.857143,0.384615,0.571429,Cl3
a914,0.142857,0.357143,0,0.571429,Cl1
a915,0.071429,0.071429,0.307692,0.285714,Cl1
a916,0.5,0.714286,0.076923,0.928571,Cl2
a917,0,0.857143,0,0.071429,Cl1
a918,1,0.142857,0.384615,0.357143,Cl2
a919,0.785714,0,0.384615,0.785714,Cl1
a920,0,0.285714,0.461538,0.928571,Cl1
a921,1,0.285714,0.923077,0.857143,Cl3
a922,0.142857,0.285714,0.923077,0.928571,Cl1
a923,0.214286,0.214286,0.769231,0.5,Cl1
a924,0.642857,0.071429,0.307692,0.071429,Cl1
a925,0.5,1,0.230769,0.857143,Cl3
a926,0.5,0.142857,0.384615,0,Cl1
a927,0.357143,0.5,0.230769,0.571429,Cl1
a928,0.714286,0.642857,0.461538,0.785714,Cl3
a929,0,0.142857,0.461538,0.857143,Cl1
a930,0.857143,0.428571,0.923077,0.071429,Cl2
a931,0.142857,0.785714,1,0.857143,Cl2
a932,0.857143,0.214286,0.153846,0.428571,Cl1
a933,0.214286,0.285714,0.923077,0.428571,Cl1
a934,0.357143,0.214286,0.076923,0.571429,Cl1
a935,0.857143,0.428571,0.384615,0.571429,Cl2
a936,0.642857,1,1,0.142857,Cl3
a937,0.142857,1,0.538462,0.571429,Cl2
a938,1,0.857143,0.230769,0.142857,Cl3
a939,0.5,0.714286,0,0.071429,Cl2
a940,0.928571,0.214286,0.923077,0.285714,Cl2
a941,0.785714,0.071429,0.461538,0.285714,Cl1
a942,0.785714,0.142857,0.153846,1,Cl1
a943,0.5,0.928571,0.384615,0.928571,Cl3
a944,0.571429,0.714286,0.692308,0.428571,Cl3
a945,0.714286,0.5,0.538462,0.785714,Cl2
a946,0.928571,0.571429,0.538462,0.571429,Cl3
a947,0.857143,0,0.076923,1,Cl1
a948,0.928571,0.357143,0.153846,0.714286,Cl2
a949,0.928571,0.357143,0.923077,0.142857,Cl2
a950,0.357143,0.571429,0.538462,0.071429,Cl1
a951,0.857143,0.571429,0.384615,0.714286,Cl3
a952,0.928571,0.285714,0.384615,0.142857,Cl2
a953,0.785714,1,0.923077,0.928571,Cl3
a954,0.714286,0.071429,0.692308,0.571429,Cl1
a955,0.785714,0.928571,0.923077,0.642857,Cl3
a956,1,0.857143,0.769231,0.714286,Cl3
a957,0.357143,0.357143,0,0.785714,Cl1
a958,0.785714,0,0.923077,0.857143,Cl2
a959,0.071429,0.785714,0,0.071429,Cl1
a960,0.071429,1,0.076923,0.857143,Cl2
a961,0.142857,0.928571,1,0,Cl2
a962,0.214286,0.142857,0.153846,0.357143,Cl1
a963,0.214286,0.428571,0.307692,0.857143,Cl1
a964,0.214286,0.428571,0,0.285714,Cl1
a965,0.571429,0.5,0.615385,1,Cl2
a966,0.857143,0.714286,1,0.285714,Cl3
a967,0.142857,1,0.538462,0,Cl2
a968,0,0.357143,0.923077,1,Cl1
a969,0.857143,0.214286,0.692308,0,Cl2
a970,1,0.428571,0.230769,0.785714,Cl2
a971,0.357143,0.285714,0,0.928571,Cl1
a972,0.857143,0.642857,0.384615,0.642857,Cl3
a973,0.142857,0.642857,0.076923,0.357143,Cl1
a974,0.857143,0.928571,0.461538,0.357143,Cl3
a975,0.785714,0.142857,0.076923,0.857143,Cl1
a976,0.714286,0.5,0.384615,0.071429,Cl2
a977,0.714286,0.928571,0.153846,0.357143,Cl3
a978,0.071429,0,0.230769,0.357143,Cl1
a979,0.642857,0.357143,0.307692,0.785714,Cl2
a980,0.071429,0.285714,0.153846,0.357143,Cl1
a981,0.142857,0.857143,0.461538,0.285714,Cl2
a982,0.142857,1,0.384615,1,Cl3
a983,0.928571,1,0.769231,0.142857,Cl3
a984,0,0.071429,0.615385,1,Cl1
a985,0.857143,0.5,0.307692,0,Cl2
a986,0.214286,0.5,0.769231,0.928571,Cl2
a987,0.642857,0.928571,0,0.357143,Cl3
a988,0.214286,0.428571,0.692308,1,Cl1
a989,0.928571,0.285714,0,0.285714,Cl1
a990,0.571429,0.285714,0.461538,0,Cl1
a991,0.142857,0.714286,0.538462,0.142857,Cl1
a992,0.5,1,0.076923,0.928571,Cl3
a993,0.714286,1,0.615385,0.357143,Cl3
a994,0.785714,1,0.076923,0.428571,Cl3
a995,0.357143,0.285714,0.076923,0.714286,Cl1
a996,0.857143,0.142857,1,0.142857,Cl2
a997,0.857143,0.5,0.307692,0.071429,Cl2
a998,0.5,0.285714,0.769231,0.714286,Cl2
a999,1,0.571429,0.461538,0,Cl2
a1000,0,0.5,0.769231,0.5,Cl1
