Alternative,g1,g2,g3,g4,Class
a672,0.5,0.5,0.25,0.25,Cl3
a673,1,0.5,1,0,Cl3
a674,0.75,0.25,0.75,0,Cl2
a675,0.75,0.25,1,0.75,Cl3
a676,0.25,0.5,0.5,0.5,Cl2
a677,1,0,0.5,0,Cl2
a678,0.75,0.25,0,0.25,Cl2
a679,0.5,0.75,0.75,0.75,Cl4
a680,0.25,0.5,1,0.25,Cl2
a681,0.25,0,0,0.5,Cl1
a682,0.5,0.5,0,0.75,Cl3
a683,0.75,0.25,1,0,Cl2
a684,0.75,1,0.75,0.75,Cl4
a685,0.5,0.5,0.5,1,Cl3
a686,0.75,1,0,0.75,Cl4
a687,0.5,1,1,0.25,Cl4
a688,0,0.25,0.5,0.5,Cl1
a689,1,0.5,0.5,0,Cl3
a690,0.75,0.25,0.25,1,Cl3
a691,0.5,0,0.75,0.75,Cl2
a692,1,0.25,0.25,0.25,Cl3
a693,0.5,0.5,0.25,0.25,Cl3
a694,0.75,0.75,0.75,0.5,Cl4
a695,0.5,0.25,0.75,1,Cl3
a696,0.25,0.25,0.5,0.75,Cl2
a697,0.5,0,0.75,0.75,Cl2
a698,0.75,0,0.75,1,Cl3
a699,0,0,0.75,1,Cl1
a700,0.5,0.25,1,0.75,Cl3
a701,0,0.75,0.25,0.75,Cl3
a702,0.75,0.25,0.5,0.5,Cl3
a703,0.25,0.25,0.25,0.75,Cl2
a704,0.25,1,0.75,0,Cl3
a705,0.75,0.5,0,0,Cl3
a706,1,1,0,0.25,Cl4
a707,0.75,0,1,0,Cl2
a708,0.5,1,1,0.25,Cl4
a709,0.25,0.5,0.5,1,Cl3
a710,1,0,0.75,1,Cl3
a711,0,0.25,1,0.25,Cl1
a712,0,0.5,0.25,0,Cl1
a713,0.75,0,0,0.75,Cl2
a714,0.5,0.5,1,0.5,Cl3
a715,0,1,0,0.75,Cl3
a716,0,1,1,0.5,Cl3
a717,1,0.25,0.25,1,Cl3
a718,0.75,0.75,0.5,1,Cl4
a719,0.25,0.25,1,0.75,Cl2
a720,0.75,0.25,0.25,0.75,Cl3
a721,0.25,0.75,0,0.25,Cl3
a722,0.25,0.5,0,0,Cl2
a723,0.5,1,1,0.5,Cl4
a724,0.25,0.25,1,0.25,Cl2
a725,0.5,1,0,0.5,Cl4
a726,0.5,0.75,0.75,0.25,Cl3
a727,0.5,0.75,0.75,0.75,Cl4
a728,0.75,0.5,0.75,0.5,Cl3
a729,0.75,1,0.75,0.75,Cl4
a730,0.5,0.25,0,0,Cl2
a731,0.5,0,0.5,0,Cl1
a732,0.75,0.75,1,0.5,Cl4
a733,0.5,1,0.75,0,Cl3
a734,1,0,0.75,0,Cl2
a735,0,1,0.25,0,Cl3
a736,0.5,0.5,0.5,0,Cl2
a737,0,0.5,0.5,0,Cl1
a738,0.25,0.5,0.5,0.75,Cl3
a739,0.5,0.25,1,0.5,Cl2
a740,0.75,0.25,0.75,0,Cl2
a741,0.75,0,0,1,Cl3
a742,0.25,0.5,0,0.25,Cl2
a743,0.25,0.5,1,0.5,Cl3
a744,1,0.75,0.25,0.75,Cl4
a745,0.75,0.25,0.25,0,Cl2
a746,1,1,0.75,0.5,Cl4
a747,1,0.25,0.25,0.25,Cl3
a748,0.5,1,0.5,1,Cl4
a749,0.25,0.25,0.25,1,Cl2
a750,1,0,0.5,1,Cl3
a751,1,1,0.5,1,Cl4
a752,0.25,0,0.25,1,Cl2
a753,1,0.75,0.75,0.5,Cl4
a754,0.25,1,0.5,0.75,Cl4
a755,0.5,0.5,0.25,0.75,Cl3
a756,0.75,0.25,0.75,0.5,Cl3
a757,0.25,0,0.5,0.5,Cl1
a758,0.75,0.75,1,0,Cl3
a759,0.75,0,0.75,0,Cl2
a760,0.75,0.25,0.5,0,Cl2
a761,0.5,0.25,0.75,0,Cl2
a762,0.75,0.5,1,0,Cl3
a763,0.5,0,0.5,0,Cl1
a764,0.75,0.5,0,1,Cl3
a765,0.25,0.5,0.25,1,Cl3
a766,1,0,1,0,Cl2
a767,0.25,1,1,0.25,Cl3
a768,0,1,1,0.5,Cl3
a769,0,0.5,0.5,1,Cl2
a770,1,0.75,0.5,0,Cl4
a771,0.5,0.25,0.5,0,Cl2
a772,0,0.5,0.75,0.75,Cl2
a773,0.25,0.5,1,0.25,Cl2
a774,1,0.75,1,0.75,Cl4
a775,0.5,0.75,0.5,0,Cl3
a776,0,0.5,0,0.25,Cl2
a777,1,1,0.25,0,Cl4
a778,0.5,0.25,0.5,0.25,Cl2
a779,0.5,0.5,0.75,1,Cl3
a780,0.25,1,0.5,0.5,Cl3
a781,1,0.5,1,1,Cl4
a782,0,0.75,1,0.25,Cl2
a783,0.25,0.75,0.75,0.5,Cl3
a784,0.25,0.5,0,1,Cl3
a785,1,0.75,0.75,0.25,Cl4
a786,0.5,0.25,0,0,Cl2
a787,0.5,0.5,0.5,0,Cl2
a788,0,0.75,0.75,0.5,Cl3
a789,1,0.75,1,0.5,Cl4
a790,0.5,0.5,0,0.25,Cl2
a791,0,0.5,0.5,1,Cl2
a792,0.5,1,0,1,Cl4
a793,0.5,0.75,0.75,0.75,Cl4
a794,0.75,0.25,1,1,Cl3
a795,0.5,0,0.5,0,Cl1
a796,0.75,1,0.25,1,Cl4
a797,0.25,1,0.25,0.75,Cl3
a798,0.25,0.5,0.75,0.75,Cl3
a799,0,0.25,0.5,0.5,Cl1
a800,1,0.5,0,0.5,Cl3
a801,0.25,0.5,0.75,0.5,Cl2
a802,0,1,1,0.5,Cl3
a803,0.75,0.5,0.75,0.25,Cl3
a804,1,0.75,0,1,Cl4
a805,0.25,0.5,0,1,Cl3
a806,0.25,0.25,0.5,1,Cl2
a807,0.75,1,0.25,0,Cl4
a808,1,0.5,1,0.25,Cl3
a809,0.75,1,0.75,0.25,Cl4
a810,0.75,0.5,0,0.75,Cl3
a811,0,0.75,0.5,0.75,Cl3
a812,0.25,0.5,1,0.5,Cl3
a813,0.75,0.25,1,0,Cl2
a814,0.5,0.75,0.25,0.75,Cl3
a815,1,0,0.25,0.25,Cl2
a816,0,0.25,0.25,1,Cl2
a817,1,0,1,1,Cl3
a818,0.75,0,0,0.75,Cl2
a819,0.75,1,0.5,1,Cl4
a820,0.25,0.75,0.25,1,Cl3
a821,0,1,0.5,0.25,Cl3
a822,1,0.25,0.5,0,Cl3
a823,0.75,0.25,0.75,0.25,Cl3
a824,1,0.5,0,0.75,Cl4
a825,0.75,1,0.5,0.5,Cl4
a826,0.75,0,1,0.25,Cl2
a827,0.5,0,0,0.25,Cl1
a828,0,0.75,0.5,0.5,Cl3
a829,0.75,0.75,0.25,0,Cl3
a830,0.75,0.25,0.25,0,Cl2
a831,1,1,0.25,0.75,Cl4
a832,0.75,0.25,0.5,0.5,Cl3
a833,0.5,0,0.25,0.25,Cl1
a834,1,0.25,0.75,1,Cl4
a835,0.5,0.75,0.75,0.25,Cl3
a836,0,0.5,0.75,0.25,Cl2
a837,0,0.25,0.25,0.5,Cl1
a838,0.25,0,0.25,1,Cl2
a839,0.5,0.25,0.25,0.75,Cl2
a840,1,0.25,0.25,0.5,Cl3
a841,0.75,1,0.5,0.5,Cl4
a842,1,0.75,1,1,Cl4
a843,0.75,0,0.25,0.5,Cl2
a844,0.75,0.25,0.25,0.5,Cl3
a845,0,1,0.75,0.25,Cl3
a846,0.25,0.5,1,0.75,Cl3
a847,0.5,1,1,0,Cl3
a848,0,0.5,1,0.25,Cl2
a849,1,0.75,0,0.75,Cl4
a850,0.25,0.75,0.5,0,Cl2
a851,0,0,0.25,0,Cl1
a852,0,0.75,0.75,1,Cl3
a853,0.75,0.25,0.75,0.5,Cl3
a854,1,0.25,0,0.5,Cl3
a855,0.5,1,1,0.5,Cl4
a856,1,0,0,0.5,Cl2
a857,0.75,0,0.5,1,Cl3
a858,0.5,0.5,0.75,0.5,Cl3
a859,0.5,1,1,0.25,Cl4
a860,1,0.5,0.5,1,Cl4
a861,0.5,0.25,0.75,0.75,Cl3
a862,0.25,0.25,0.5,1,Cl2
a863,1,0.75,0.75,0.5,Cl4
a864,1,0,0.75,0.75,Cl3
a865,0.25,0.25,1,0.25,Cl2
a866,0.5,0.75,1,1,Cl4
a867,0.25,0.5,1,1,Cl3
a868,0,0.25,1,0.75,Cl2
a869,0,0,0.25,0.5,Cl1
a870,1,0.75,0.75,0,Cl4
a871,0.75,0.75,0.75,0.75,Cl4
a872,0.75,0.5,0.75,0,Cl3
a873,0.75,1,0.25,0.5,Cl4
a874,0.25,0,0.5,0.75,Cl1
a875,0.5,1,0,0.5,Cl4
a876,0.25,0.5,0.75,0,Cl2
a877,0.25,0.75,1,1,Cl3
a878,0.75,0.5,0,0,Cl3
a879,1,0,1,0.25,Cl3
a880,1,0,0.75,0,Cl2
a881,1,0.75,0.25,0.5,Cl4
a882,1,0.5,0.5,1,Cl4
a883,1,0,0.25,0.5,Cl3
a884,0.75,0.25,0.25,1,Cl3
a885,0.5,0.5,0.5,1,Cl3
a886,0,0.5,0,0.75,Cl2
a887,0.5,0.25,1,0.75,Cl3
a888,0.5,0,0.5,1,Cl2
a889,1,0.5,0.75,1,Cl4
a890,0.75,0,0.75,0.5,Cl2
a891,0.5,0,0.75,0,Cl1
a892,0,0,0.75,0,Cl1
a893,0.25,0.75,0.25,0.75,Cl3
a894,1,0.75,0,1,Cl4
a895,0.5,0.5,0.25,0,Cl2
a896,0,1,0.75,0,Cl3
a897,0.25,1,0.75,0.25,Cl3
a898,0,1,1,0,Cl3
a899,0,0,1,0.25,Cl1
a900,0.25,0.75,0,0.75,Cl3
a901,0.5,0.25,1,0,Cl2
a902,1,0,0,0.75,Cl3
a903,0,0.25,1,0.5,Cl1
a904,1,1,0,0,Cl4
a905,0.25,0.75,0.5,1,Cl3
a906,0.75,1,0.5,0,Cl4
a907,0,0,0,0.75,Cl1
a908,0.75,0.75,0,0,Cl3
a909,0.25,0.25,0.75,0.5,Cl2
a910,0.5,0.5,0,0.25,Cl2
a911,0,0.5,1,0.25,Cl2
a912,0.75,0.5,0.75,0,Cl3
a913,0.25,1,0.5,0.25,Cl3
a914,0.25,0.75,1,0.25,Cl3
a915,1,1,0.25,0,Cl4
a916,0.25,0.25,0.5,0.75,Cl2
a917,1,0.25,0.25,0,Cl3
a918,0.75,0,0.25,0,Cl2
a919,0,0,0,0.5,Cl1
a920,1,0.25,0.5,0.5,Cl3
a921,0.25,1,0.5,0.25,Cl3
a922,0.25,0.75,0.25,0.5,Cl3
a923,0,0.75,1,1,Cl3
a924,0.75,1,0.5,0.5,Cl4
a925,0.25,0.5,0.25,0.5,Cl2
a926,1,0.75,0.25,0.25,Cl4
a927,0.75,0,0.75,1,Cl3
a928,0,0.75,1,0,Cl2
a929,0,0.75,1,1,Cl3
a930,0,0.5,0.5,0.5,Cl2
a931,1,0.75,0.25,0.5,Cl4
a932,0,0.75,0.75,0.25,Cl2
a933,0.25,0.5,0,1,Cl3
a934,0,1,1,1,Cl3
a935,1,0.75,0.25,0.5,Cl4
a936,0.75,1,0.25,0,Cl4
a937,1,0.75,0.25,1,Cl4
a938,0.5,0.25,0,0.5,Cl2
a939,1,1,0.25,1,Cl4
a940,0.5,0,0.5,0.5,Cl2
a941,1,0.5,0.75,0.5,Cl4
a942,0.5,1,0.75,1,Cl4
a943,0,1,0,0.5,Cl3
a944,0.5,0.25,1,0.5,Cl2
a945,0,0.25,0.75,0.25,Cl1
a946,1,1,0.5,0.5,Cl4
a947,0,0.25,1,0,Cl1
a948,0.75,1,1,0.25,Cl4
a949,0.75,0.75,0.25,0.5,Cl4
a950,0.25,0.25,0,0.5,Cl2
a951,0.75,0.75,0,1,Cl4
a952,1,0.5,0.75,0.25,Cl3
a953,0.75,0,1,0.25,Cl2
a954,0.5,0.25,0.5,0.25,Cl2
a955,1,0.75,0,0,Cl3
a956,0.75,1,0.75,0.75,Cl4
a957,0.75,0,0,0.5,Cl2
a958,0.75,0.25,0.5,0.75,Cl3
a959,0.25,1,0,0.75,Cl3
a960,0.25,1,0,0.5,Cl3
a961,0,0.25,0.5,1,Cl2
a962,0.75,0.5,0.25,0,Cl3
a963,0.5,0.5,0.75,0.5,Cl3
a964,0.5,0.5,0.25,0.25,Cl3
a965,0,0.5,0.5,0,Cl1
a966,0,0.75,0,0,Cl2
a967,0.75,0.75,1,0.75,Cl4
a968,0.5,0.25,0.5,0,Cl2
a969,0.5,1,0,0.5,Cl4
a970,0,0.5,0.25,0.25,Cl2
a971,0.75,0,1,0,Cl2
a972,1,1,1,0.5,Cl4
a973,0.75,0.25,0.5,0.75,Cl3
a974,1,1,0.5,0.5,Cl4
a975,0,0,0.75,1,Cl1
a976,0.25,1,0.25,1,Cl4
a977,0.25,0,1,0.75,Cl2
a978,0.5,0,0,1,Cl2
a979,0.25,1,0.5,0,Cl3
a980,0,1,0.75,0,Cl3
a981,0,1,0.75,0.75,Cl3
a982,0.25,0.75,0.75,1,Cl3
a983,0,0.5,0.25,0.75,Cl2
a984,1,0.75,0.25,0.75,Cl4
a985,0.5,0.5,0.75,0,Cl2
a986,0.5,0,0.25,0,Cl1
a987,1,0.75,0.25,0.5,Cl4
a988,0.5,0.75,0.25,0.5,Cl3
a989,0.75,0,0.25,0,Cl2
a990,1,0,1,0.5,Cl3
a991,0,0,0.75,0.5,Cl1
a992,0.75,0,0.5,0,Cl2
a993,0.25,0.5,0,0.5,Cl2
a994,1,1,1,0,Cl4
a995,1,1,0.5,0.25,Cl4
a996,0.75,0.75,0.5,0.5,Cl4
a997,0.75,0.5,0,0.75,Cl3
a998,0.75,1,0,0.75,Cl4
a999,0.75,1,0.75,0.5,Cl4
a1000,0.5,0,0.5,1,Cl2
